#street_id;crown_height;trunk_height;LAI;tree_number
261;0.0;0.0;0.00;0
262;0.0;0.0;0.00;0
265;0.0;0.0;0.00;0
266;0.0;0.0;0.00;0
268;0.0;0.0;0.00;0
269;0.0;0.0;0.00;0
270;0.0;0.0;0.00;0
271;0.0;0.0;0.00;0
273;0.0;0.0;0.00;0
275;0.0;0.0;0.00;0
276;0.0;0.0;0.00;0
278;0.0;0.0;0.00;0
279;0.0;0.0;0.00;0
280;0.0;0.0;0.00;0
281;0.0;0.0;0.00;0
283;0.0;0.0;0.00;0
284;0.0;0.0;0.00;0
286;0.0;0.0;0.00;0
287;0.0;0.0;0.00;0
289;0.0;0.0;0.00;0
290;0.0;0.0;0.00;0
291;0.0;0.0;0.00;0
292;0.0;0.0;0.00;0
294;0.0;0.0;0.00;0
295;0.0;0.0;0.00;0
298;0.0;0.0;0.00;0
299;0.0;0.0;0.00;0
300;0.0;0.0;0.00;0
304;0.0;0.0;0.00;0
305;0.0;0.0;0.00;0
306;0.0;0.0;0.00;0
307;0.0;0.0;0.00;0
308;0.0;0.0;0.00;0
309;0.0;0.0;0.00;0
311;0.0;0.0;0.00;0
312;0.0;0.0;0.00;0
313;0.0;0.0;0.00;0
314;0.0;0.0;0.00;0
315;0.0;0.0;0.00;0
316;0.0;0.0;0.00;0
317;0.0;0.0;0.00;0
318;0.0;0.0;0.00;0
320;0.0;0.0;0.00;0
321;0.0;0.0;0.00;0
323;0.0;0.0;0.00;0
325;0.0;0.0;0.00;0
326;0.0;0.0;0.00;0
327;0.0;0.0;0.00;0
328;0.0;0.0;0.00;0
329;0.0;0.0;0.00;0
330;0.0;0.0;0.00;0
333;0.0;0.0;0.00;0
334;0.0;0.0;0.00;0
335;0.0;0.0;0.00;0
336;0.0;0.0;0.00;0
337;0.0;0.0;0.00;0
339;0.0;0.0;0.00;0
340;0.0;0.0;0.00;0
341;0.0;0.0;0.00;0
342;0.0;0.0;0.00;0
343;0.0;0.0;0.00;0
344;0.0;0.0;0.00;0
346;0.0;0.0;0.00;0
347;0.0;0.0;0.00;0
349;0.0;0.0;0.00;0
350;0.0;0.0;0.00;0
351;0.0;0.0;0.00;0
353;0.0;0.0;0.00;0
355;0.0;0.0;0.00;0
357;0.0;0.0;0.00;0
359;0.0;0.0;0.00;0
361;0.0;0.0;0.00;0
362;0.0;0.0;0.00;0
364;0.0;0.0;0.00;0
366;0.0;0.0;0.00;0
367;0.0;0.0;0.00;0
368;0.0;0.0;0.00;0
370;0.0;0.0;0.00;0
372;0.0;0.0;0.00;0
373;0.0;0.0;0.00;0
375;0.0;0.0;0.00;0
376;0.0;0.0;0.00;0
378;0.0;0.0;0.00;0
379;0.0;0.0;0.00;0
380;0.0;0.0;0.00;0
382;0.0;0.0;0.00;0
383;0.0;0.0;0.00;0
385;0.0;0.0;0.00;0
387;0.0;0.0;0.00;0
388;0.0;0.0;0.00;0
390;0.0;0.0;0.00;0
391;0.0;0.0;0.00;0
393;0.0;0.0;0.00;0
394;0.0;0.0;0.00;0
395;0.0;0.0;0.00;0
396;0.0;0.0;0.00;0
397;0.0;0.0;0.00;0
398;0.0;0.0;0.00;0
400;0.0;0.0;0.00;0
402;0.0;0.0;0.00;0
404;0.0;0.0;0.00;0
405;0.0;0.0;0.00;0
406;0.0;0.0;0.00;0
408;0.0;0.0;0.00;0
409;0.0;0.0;0.00;0
410;0.0;0.0;0.00;0
411;0.0;0.0;0.00;0
412;0.0;0.0;0.00;0
413;0.0;0.0;0.00;0
415;0.0;0.0;0.00;0
417;0.0;0.0;0.00;0
419;0.0;0.0;0.00;0
420;0.0;0.0;0.00;0
422;0.0;0.0;0.00;0
423;0.0;0.0;0.00;0
424;0.0;0.0;0.00;0
425;0.0;0.0;0.00;0
426;0.0;0.0;0.00;0
428;0.0;0.0;0.00;0
429;0.0;0.0;0.00;0
430;0.0;0.0;0.00;0
432;0.0;0.0;0.00;0
433;0.0;0.0;0.00;0
434;0.0;0.0;0.00;0
435;0.0;0.0;0.00;0
436;0.0;0.0;0.00;0
437;0.0;0.0;0.00;0
438;0.0;0.0;0.00;0
439;0.0;0.0;0.00;0
441;0.0;0.0;0.00;0
443;0.0;0.0;0.00;0
444;0.0;0.0;0.00;0
445;0.0;0.0;0.00;0
447;0.0;0.0;0.00;0
449;0.0;0.0;0.00;0
450;0.0;0.0;0.00;0
451;0.0;0.0;0.00;0
452;0.0;0.0;0.00;0
454;0.0;0.0;0.00;0
456;0.0;0.0;0.00;0
458;0.0;0.0;0.00;0
460;0.0;0.0;0.00;0
462;0.0;0.0;0.00;0
463;0.0;0.0;0.00;0
464;0.0;0.0;0.00;0
465;0.0;0.0;0.00;0
467;0.0;0.0;0.00;0
469;0.0;0.0;0.00;0
470;0.0;0.0;0.00;0
471;0.0;0.0;0.00;0
473;0.0;0.0;0.00;0
475;0.0;0.0;0.00;0
476;0.0;0.0;0.00;0
477;0.0;0.0;0.00;0
478;0.0;0.0;0.00;0
480;0.0;0.0;0.00;0
482;0.0;0.0;0.00;0
483;0.0;0.0;0.00;0
485;0.0;0.0;0.00;0
487;0.0;0.0;0.00;0
489;0.0;0.0;0.00;0
491;0.0;0.0;0.00;0
493;0.0;0.0;0.00;0
495;0.0;0.0;0.00;0
496;0.0;0.0;0.00;0
498;0.0;0.0;0.00;0
499;0.0;0.0;0.00;0
501;0.0;0.0;0.00;0
502;0.0;0.0;0.00;0
504;0.0;0.0;0.00;0
506;0.0;0.0;0.00;0
508;0.0;0.0;0.00;0
510;0.0;0.0;0.00;0
512;0.0;0.0;0.00;0
513;0.0;0.0;0.00;0
514;0.0;0.0;0.00;0
515;0.0;0.0;0.00;0
516;0.0;0.0;0.00;0
518;0.0;0.0;0.00;0
520;0.0;0.0;0.00;0
521;0.0;0.0;0.00;0
523;0.0;0.0;0.00;0
525;0.0;0.0;0.00;0
527;0.0;0.0;0.00;0
528;0.0;0.0;0.00;0
530;0.0;0.0;0.00;0
531;0.0;0.0;0.00;0
533;0.0;0.0;0.00;0
534;0.0;0.0;0.00;0
536;0.0;0.0;0.00;0
537;0.0;0.0;0.00;0
540;0.0;0.0;0.00;0
541;0.0;0.0;0.00;0
543;0.0;0.0;0.00;0
545;0.0;0.0;0.00;0
547;0.0;0.0;0.00;0
549;0.0;0.0;0.00;0
551;0.0;0.0;0.00;0
553;0.0;0.0;0.00;0
555;0.0;0.0;0.00;0
557;0.0;0.0;0.00;0
559;0.0;0.0;0.00;0
561;0.0;0.0;0.00;0
563;0.0;0.0;0.00;0
565;0.0;0.0;0.00;0
567;0.0;0.0;0.00;0
568;0.0;0.0;0.00;0
570;0.0;0.0;0.00;0
572;0.0;0.0;0.00;0
573;0.0;0.0;0.00;0
575;0.0;0.0;0.00;0
577;0.0;0.0;0.00;0
579;0.0;0.0;0.00;0
581;0.0;0.0;0.00;0
583;0.0;0.0;0.00;0
585;0.0;0.0;0.00;0
587;0.0;0.0;0.00;0
589;0.0;0.0;0.00;0
592;0.0;0.0;0.00;0
595;8.0;3.0;4.00;4
598;8.0;3.0;4.00;4
599;0.0;0.0;0.00;0
601;0.0;0.0;0.00;0
602;0.0;0.0;0.00;0
603;0.0;0.0;0.00;0
604;0.0;0.0;0.00;0
605;0.0;0.0;0.00;0
606;0.0;0.0;0.00;0
608;0.0;0.0;0.00;0
609;0.0;0.0;0.00;0
611;0.0;0.0;0.00;0
613;0.0;0.0;0.00;0
615;0.0;0.0;0.00;0
617;0.0;0.0;0.00;0
618;0.0;0.0;0.00;0
619;0.0;0.0;0.00;0
621;0.0;0.0;0.00;0
622;0.0;0.0;0.00;0
626;0.0;0.0;0.00;0
627;0.0;0.0;0.00;0
629;0.0;0.0;0.00;0
630;0.0;0.0;0.00;0
631;8.0;3.0;4.00;34
634;0.0;0.0;0.00;0
635;0.0;0.0;0.00;0
637;0.0;0.0;0.00;0
639;0.0;0.0;0.00;0
641;0.0;0.0;0.00;0
643;0.0;0.0;0.00;0
644;0.0;0.0;0.00;0
645;0.0;0.0;0.00;0
647;0.0;0.0;0.00;0
649;0.0;0.0;0.00;0
650;0.0;0.0;0.00;0
652;0.0;0.0;0.00;0
653;0.0;0.0;0.00;0
654;0.0;0.0;0.00;0
655;0.0;0.0;0.00;0
656;0.0;0.0;0.00;0
657;0.0;0.0;0.00;0
658;0.0;0.0;0.00;0
659;0.0;0.0;0.00;0
660;0.0;0.0;0.00;0
662;0.0;0.0;0.00;0
664;0.0;0.0;0.00;0
665;0.0;0.0;0.00;0
666;0.0;0.0;0.00;0
668;8.0;3.0;4.00;6
670;0.0;0.0;0.00;0
672;0.0;0.0;0.00;0
674;0.0;0.0;0.00;0
676;0.0;0.0;0.00;0
677;0.0;0.0;0.00;0
678;0.0;0.0;0.00;0
679;0.0;0.0;0.00;0
680;0.0;0.0;0.00;0
682;0.0;0.0;0.00;0
685;8.0;3.0;4.00;18
687;8.0;3.0;4.00;6
688;8.0;3.0;4.00;4
689;8.0;3.0;4.00;4
692;8.0;3.0;4.00;12
693;8.0;3.0;4.00;4
695;0.0;0.0;0.00;0
697;0.0;0.0;0.00;0
701;0.0;0.0;0.00;0
702;0.0;0.0;0.00;0
705;0.0;0.0;0.00;0
706;0.0;0.0;0.00;0
710;0.0;0.0;0.00;0
714;0.0;0.0;0.00;0
715;0.0;0.0;0.00;0
719;0.0;0.0;0.00;0
720;0.0;0.0;0.00;0
724;0.0;0.0;0.00;0
726;0.0;0.0;0.00;0
727;0.0;0.0;0.00;0
729;0.0;0.0;0.00;0
730;0.0;0.0;0.00;0
731;0.0;0.0;0.00;0
733;0.0;0.0;0.00;0
734;0.0;0.0;0.00;0
737;0.0;0.0;0.00;0
738;0.0;0.0;0.00;0
739;0.0;0.0;0.00;0
741;0.0;0.0;0.00;0
743;0.0;0.0;0.00;0
744;0.0;0.0;0.00;0
746;0.0;0.0;0.00;0
748;0.0;0.0;0.00;0
749;0.0;0.0;0.00;0
750;0.0;0.0;0.00;0
752;0.0;0.0;0.00;0
754;0.0;0.0;0.00;0
756;0.0;0.0;0.00;0
757;0.0;0.0;0.00;0
758;0.0;0.0;0.00;0
760;0.0;0.0;0.00;0
765;0.0;0.0;0.00;0
766;0.0;0.0;0.00;0
767;0.0;0.0;0.00;0
772;0.0;0.0;0.00;0
774;0.0;0.0;0.00;0
776;0.0;0.0;0.00;0
777;0.0;0.0;0.00;0
778;0.0;0.0;0.00;0
779;0.0;0.0;0.00;0
780;0.0;0.0;0.00;0
781;0.0;0.0;0.00;0
782;0.0;0.0;0.00;0
783;0.0;0.0;0.00;0
784;0.0;0.0;0.00;0
785;0.0;0.0;0.00;0
786;0.0;0.0;0.00;0
789;0.0;0.0;0.00;0
790;0.0;0.0;0.00;0
791;0.0;0.0;0.00;0
792;0.0;0.0;0.00;0
794;0.0;0.0;0.00;0
796;0.0;0.0;0.00;0
797;0.0;0.0;0.00;0
798;0.0;0.0;0.00;0
803;0.0;0.0;0.00;0
805;0.0;0.0;0.00;0
806;0.0;0.0;0.00;0
807;0.0;0.0;0.00;0
808;0.0;0.0;0.00;0
811;0.0;0.0;0.00;0
813;0.0;0.0;0.00;0
814;0.0;0.0;0.00;0
815;0.0;0.0;0.00;0
816;0.0;0.0;0.00;0
818;0.0;0.0;0.00;0
820;0.0;0.0;0.00;0
822;0.0;0.0;0.00;0
824;0.0;0.0;0.00;0
825;0.0;0.0;0.00;0
826;8.0;3.0;4.00;18
827;0.0;0.0;0.00;0
828;0.0;0.0;0.00;0
830;0.0;0.0;0.00;0
831;0.0;0.0;0.00;0
832;0.0;0.0;0.00;0
833;0.0;0.0;0.00;0
834;0.0;0.0;0.00;0
835;0.0;0.0;0.00;0
836;0.0;0.0;0.00;0
838;0.0;0.0;0.00;0
842;0.0;0.0;0.00;0
843;0.0;0.0;0.00;0
844;0.0;0.0;0.00;0
845;0.0;0.0;0.00;0
846;0.0;0.0;0.00;0
847;0.0;0.0;0.00;0
848;0.0;0.0;0.00;0
849;0.0;0.0;0.00;0
851;0.0;0.0;0.00;0
852;0.0;0.0;0.00;0
853;0.0;0.0;0.00;0
855;0.0;0.0;0.00;0
856;0.0;0.0;0.00;0
859;0.0;0.0;0.00;0
861;0.0;0.0;0.00;0
864;0.0;0.0;0.00;0
866;0.0;0.0;0.00;0
867;0.0;0.0;0.00;0
870;0.0;0.0;0.00;0
871;0.0;0.0;0.00;0
873;0.0;0.0;0.00;0
874;0.0;0.0;0.00;0
877;0.0;0.0;0.00;0
879;0.0;0.0;0.00;0
881;0.0;0.0;0.00;0
882;0.0;0.0;0.00;0
883;0.0;0.0;0.00;0
887;0.0;0.0;0.00;0
